No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Channel,Frequency,Info,Loation,Time_of_day,Day,Sequence Number,Retransmission Flag,Retransmission Count,absolute time,Latency
40,2024-10-26 15:02:24.924,HewlettPacka_59:cf:f4,Broadcast,802.11,369,-74 dBm,-96 dBm,22 dB,1,2412MHz,"Beacon frame, SN=3002, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,15,Saturday,3002.0,0,0.0,2024-10-26 15:02:24.924,0.029
41,2024-10-26 15:02:24.925,ce:ca:f3:99:f7:a6,67:5d:e1:d7:f9:25,802.11,339,-83 dBm,-96 dBm,13 dB,1,2412MHz,"Data + CF-Ack, SN=480, FN=1, Flags=op..R..TC",Library,15,Saturday,480.0,0,0.0,2024-10-26 15:02:24.925,0.001
42,2024-10-26 15:02:24.928,HewlettPacka_79:ea:a0,Broadcast,802.11,369,-70 dBm,-96 dBm,26 dB,1,2412MHz,"Beacon frame, SN=1534, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,15,Saturday,1534.0,0,0.0,2024-10-26 15:02:24.928,0.003
43,2024-10-26 15:02:24.928,HewlettPacka_79:ea:a1,Broadcast,802.11,378,-70 dBm,-96 dBm,26 dB,1,2412MHz,"Beacon frame, SN=1535, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,15,Saturday,1535.0,0,0.0,2024-10-26 15:02:24.928,0.0
44,2024-10-26 15:02:24.929,HewlettPacka_79:ea:a5,Broadcast,802.11,361,-69 dBm,-96 dBm,27 dB,1,2412MHz,"Beacon frame, SN=1538, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,15,Saturday,1538.0,0,0.0,2024-10-26 15:02:24.929,0.001
45,2024-10-26 15:02:24.929,HewlettPacka_79:ea:a2,Broadcast,802.11,368,-79 dBm,-96 dBm,17 dB,1,2412MHz,"Beacon frame, SN=1539, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,15,Saturday,1539.0,0,0.0,2024-10-26 15:02:24.929,0.0
47,2024-10-26 15:02:24.949,HewlettPacka_7b:27:b4,Broadcast,802.11,341,-82 dBm,-96 dBm,14 dB,1,2412MHz,"Beacon frame, SN=3642, FN=0, Flags=........C, BI=100, SSID=3d4a5357204775657387",Library,15,Saturday,3642.0,0,0.0,2024-10-26 15:02:24.949,0.02
50,2024-10-26 15:02:24.963,HewlettPacka_7b:13:15,Broadcast,802.11,378,-77 dBm,-96 dBm,19 dB,1,2412MHz,"Beacon frame, SN=2424, FN=0, Flags=........C, BI=100, SSID=""eduroam""[Malformed Packet]",Library,15,Saturday,2424.0,0,0.0,2024-10-26 15:02:24.963,0.014
51,2024-10-26 15:02:24.964,56:10:2e:1f:7c:a3,ff:ff:ff:ff:ff:bf,802.11,361,-77 dBm,-96 dBm,19 dB,1,2412MHz,"Beacon frame, SN=778, FN=9, Flags=........C, BI=18475[Malformed Packet]",Library,15,Saturday,778.0,0,0.0,2024-10-26 15:02:24.964,0.001
52,2024-10-26 15:02:24.964,HewlettPacka_7b:13:13,Broadcast,802.11,368,-79 dBm,-96 dBm,17 dB,1,2412MHz,"Beacon frame, SN=2428, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,15,Saturday,2428.0,0,0.0,2024-10-26 15:02:24.964,0.0
56,2024-10-26 15:02:25.019,20:c5:67:41:97:dd,ce:46:3b:1a:ea:35,802.11,1917,-81 dBm,-96 dBm,15 dB,1,2412MHz,"QoS Data, SN=1720, FN=5, Flags=.p...M.TC",Library,15,Saturday,1720.0,0,0.0,2024-10-26 15:02:25.019,0.055
57,2024-10-26 15:02:25.023,HewlettPacka_59:cf:f2,Broadcast,802.11,341,-76 dBm,-96 dBm,20 dB,1,2412MHz,"Beacon frame, SN=3005, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,15,Saturday,3005.0,0,0.0,2024-10-26 15:02:25.023,0.004
58,2024-10-26 15:02:25.024,HewlettPacka_59:cf:f3,Broadcast,802.11,362,-76 dBm,-96 dBm,20 dB,1,2412MHz,"Beacon frame, SN=3007, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,15,Saturday,3007.0,0,0.0,2024-10-26 15:02:25.024,0.001
72,2024-10-26 15:02:25.258,17:eb:b5:44:9a:fb,1c:79:2a:12:c3:d0,802.11,317,-81 dBm,-96 dBm,15 dB,2,2417MHz,"Reassociation Response, SN=1218, FN=12, Flags=o..PR...C[Malformed Packet: length of contained item exceeds length of containing item]",Library,15,Saturday,1218.0,0,0.0,2024-10-26 15:02:25.258,0.234
79,2024-10-26 15:02:25.335,c5:28:82:0b:2b:6a,cc:67:a7:9d:ce:4c,802.11,1862,-79 dBm,-96 dBm,17 dB,2,2417MHz,"QoS Data + CF-Acknowledgment, SN=2758, FN=15, Flags=.p....FTC",Library,15,Saturday,2758.0,0,0.0,2024-10-26 15:02:25.335,0.077
80,2024-10-26 15:02:25.340,84:83:e1:ec:96:13,0e:d6:49:be:91:04,802.11,370,-74 dBm,-96 dBm,22 dB,2,2417MHz,"QoS CF-Poll (No Data), SN=3205, FN=0, Flags=...PR..TC",Library,15,Saturday,3205.0,0,0.0,2024-10-26 15:02:25.340,0.005
88,2024-10-26 15:02:25.595,7e:2c:7a:bb:ce:84,Broadcast,802.11,155,-65 dBm,-96 dBm,31 dB,3,2422MHz,"Probe Request, SN=894, FN=0, Flags=........C, SSID=""Stephs 14Pmax""[Malformed Packet]",Library,15,Saturday,894.0,0,0.0,2024-10-26 15:02:25.595,0.255
90,2024-10-26 15:02:25.610,82:a1:8e:28:c0:ef,1d:64:5a:dd:4b:a7,802.11,246,-76 dBm,-96 dBm,20 dB,3,2422MHz,"Association Request, SN=2438, FN=3, Flags=opmPR.F.C",Library,15,Saturday,2438.0,0,0.0,2024-10-26 15:02:25.610,0.015
102,2024-10-26 15:02:25.814,d1:92:f8:ed:96:a4,f0:bb:c9:81:a7:29,802.11,431,-75 dBm,-96 dBm,21 dB,3,2422MHz,"CF-Poll (No data), SN=3485, FN=10, Flags=opm.RMF.C",Library,15,Saturday,3485.0,0,0.0,2024-10-26 15:02:25.814,0.204
151,2024-10-26 15:02:26.535,aa:c0:f9:08:62:35,Broadcast,802.11,292,-68 dBm,-96 dBm,28 dB,5,2432MHz,"Beacon frame, SN=1977, FN=0, Flags=........C, BI=60506[Malformed Packet]",Library,15,Saturday,1977.0,0,0.0,2024-10-26 15:02:26.535,0.721
155,2024-10-26 15:02:26.582,22:f1:72:00:8d:11,Broadcast,802.11,292,-77 dBm,-96 dBm,19 dB,5,2432MHz,"Beacon frame, SN=3323, FN=0, Flags=........C, BI=159, SSID=0000000000000000000000000000",Library,15,Saturday,3323.0,0,0.0,2024-10-26 15:02:26.582,0.047
166,2024-10-26 15:02:26.671,ca:b4:65:ea:44:a0,Broadcast,802.11,293,-76 dBm,-96 dBm,20 dB,6,2437MHz,"Beacon frame, SN=3864, FN=0, Flags=........C, BI=100, SSID=""Lochie's iPhone""",Library,15,Saturday,3864.0,0,0.0,2024-10-26 15:02:26.671,0.089
170,2024-10-26 15:02:26.672,HewlettPacka_7a:aa:44,Broadcast,802.11,378,-77 dBm,-96 dBm,19 dB,6,2437MHz,"Beacon frame, SN=3228, FN=0, Flags=........C, BI=100, SSID=45c3c7736f616d[Malformed Packet]",Library,15,Saturday,3228.0,0,0.0,2024-10-26 15:02:26.672,0.001
191,2024-10-26 15:02:26.698,ea:8e:7e:76:bb:ef,HewlettPacka_79:f0:11,802.11,53,-82 dBm,-96 dBm,14 dB,6,2437MHz,"Null function (No data), SN=2722, FN=0, Flags=.......TC",Library,15,Saturday,2722.0,0,0.0,2024-10-26 15:02:26.698,0.026
204,2024-10-26 15:02:26.717,bd:a9:80:76:4a:d8,16:a7:c2:67:5b:9c,802.11,353,-77 dBm,-96 dBm,19 dB,6,2437MHz,"Probe Response, SN=3660, FN=12, Flags=op.PR...C",Library,15,Saturday,3660.0,0,0.0,2024-10-26 15:02:26.717,0.019
205,2024-10-26 15:02:26.720,HewlettPacka_5c:a9:24,Broadcast,802.11,370,-81 dBm,-96 dBm,15 dB,6,2437MHz,"Beacon frame, SN=454, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,15,Saturday,454.0,0,0.0,2024-10-26 15:02:26.720,0.003
206,2024-10-26 15:02:26.720,HewlettPacka_5c:a9:20,Broadcast,802.11,379,-82 dBm,-96 dBm,14 dB,6,2437MHz,"Beacon frame, SN=455, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,15,Saturday,455.0,0,0.0,2024-10-26 15:02:26.720,0.0
207,2024-10-26 15:02:26.720,HewlettPacka_5c:a9:25,Broadcast,802.11,341,-81 dBm,-96 dBm,15 dB,6,2437MHz,"Beacon frame, SN=456, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,15,Saturday,456.0,0,0.0,2024-10-26 15:02:26.720,0.0
208,2024-10-26 15:02:26.720,HewlettPacka_5c:a9:23,Broadcast,802.11,352,-82 dBm,-96 dBm,14 dB,6,2437MHz,"Beacon frame, SN=457, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,15,Saturday,457.0,0,0.0,2024-10-26 15:02:26.720,0.0
209,2024-10-26 15:02:26.721,HewlettPacka_5c:a9:21,Broadcast,802.11,362,-81 dBm,-96 dBm,15 dB,6,2437MHz,"Beacon frame, SN=458, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,15,Saturday,458.0,0,0.0,2024-10-26 15:02:26.721,0.001
212,2024-10-26 15:02:26.722,HewlettPacka_7a:aa:43,22:98:cc:ff:6d:0a,802.11,354,-75 dBm,-96 dBm,21 dB,6,2437MHz,"Probe Response, SN=1187, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,15,Saturday,1187.0,0,0.0,2024-10-26 15:02:26.722,0.001
214,2024-10-26 15:02:26.724,HewlettPacka_7a:aa:45,22:98:cc:ff:6d:0a,802.11,337,-75 dBm,-96 dBm,21 dB,6,2437MHz,"Probe Response, SN=3346, FN=0, Flags=........C, BI=100, SSID=476c6fc2ff6c5f53747564656e7473",Library,15,Saturday,3346.0,0,0.0,2024-10-26 15:02:26.724,0.002
215,2024-10-26 15:02:26.727,aa:c0:f9:08:62:35,Broadcast,802.11,292,-66 dBm,-96 dBm,30 dB,6,2437MHz,"Beacon frame, SN=1979, FN=0, Flags=........C, BI=100, SSID=""natalieç§200Â¥231s iPhone""",Library,15,Saturday,1979.0,0,0.0,2024-10-26 15:02:26.727,0.003
219,2024-10-26 15:02:26.736,4e:27:b4:a4:9f:d5,Broadcast,802.11,286,-70 dBm,-96 dBm,26 dB,6,2437MHz,"Beacon frame, SN=112, FN=0, Flags=........C, BI=100, SSID=0000000000000000[Malformed Packet]",Library,15,Saturday,112.0,0,0.0,2024-10-26 15:02:26.736,0.009
223,2024-10-26 15:02:26.742,36:80:80:60:d9:cb,Broadcast,802.11,296,-81 dBm,-96 dBm,15 dB,6,2437MHz,"Beacon frame, SN=1547, FN=0, Flags=........C, BI=100, SSID=000000000000000000000000000000000000[Malformed Packet: length of contained item exceeds length of containing item]",Library,15,Saturday,1547.0,0,0.0,2024-10-26 15:02:26.742,0.006
227,2024-10-26 15:02:26.750,ba:90:47:38:0a:64,IPv4mcast_fb,802.11,163,-67 dBm,-96 dBm,29 dB,6,2437MHz,"Data, SN=113, FN=0, Flags=.pm...F.C",Library,15,Saturday,113.0,0,0.0,2024-10-26 15:02:26.750,0.008
233,2024-10-26 15:02:26.759,HewlettPacka_7b:28:d1,Broadcast,802.11,340,-72 dBm,-96 dBm,24 dB,6,2437MHz,"Beacon frame, SN=3609, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""[Malformed Packet]",Library,15,Saturday,3609.0,0,0.0,2024-10-26 15:02:26.759,0.009
235,2024-10-26 15:02:26.764,aa:c0:f9:08:62:35,8e:f4:20:20:31:21,802.11,286,-71 dBm,-96 dBm,25 dB,6,2437MHz,"Probe Response, SN=2161, FN=0, Flags=........C, BI=793, SSID=Wildcard (Broadcast)",Library,15,Saturday,2161.0,1,0.0,2024-10-26 15:02:26.764,0.005
236,2024-10-26 15:02:26.770,0a:46:d1:15:56:b4,8e:f4:20:20:31:21,802.11,277,-74 dBm,-96 dBm,22 dB,6,2437MHz,"Probe Response, SN=1207, FN=0, Flags=....R...C, BI=60635",Library,15,Saturday,1207.0,1,0.0,2024-10-26 15:02:26.770,0.006
239,2024-10-26 15:02:26.783,0a:46:d1:15:56:b4,8e:f4:20:20:31:21,802.11,277,-74 dBm,-96 dBm,22 dB,6,2437MHz,"Probe Response, SN=1207, FN=0, Flags=....R...C, BI=100, SSID=""Freeloaders ""[Malformed Packet]",Library,15,Saturday,1207.0,1,1.0,2024-10-26 15:02:26.783,0.013
240,2024-10-26 15:02:26.786,aa:c0:f9:08:62:35,8e:f4:20:20:31:21,802.11,286,-52 dBm,-96 dBm,44 dB,6,2437MHz,"Probe Response, SN=2161, FN=0, Flags=....R...C, BI=100, SSID=""natalieç§200Â¥231s iPhone""",Library,15,Saturday,2161.0,1,1.0,2024-10-26 15:02:26.786,0.003
241,2024-10-26 15:02:26.793,0a:46:d1:15:56:b4,8e:f4:20:20:31:21,802.11,277,-73 dBm,-96 dBm,23 dB,6,2437MHz,"Probe Response, SN=1207, FN=0, Flags=....R...C, BI=100, SSID=""Freeloaders """,Library,15,Saturday,1207.0,1,2.0,2024-10-26 15:02:26.793,0.007
243,2024-10-26 15:02:26.795,aa:c0:f9:08:62:35,8e:f4:20:20:31:21,802.11,286,-70 dBm,-96 dBm,26 dB,6,2437MHz,"Probe Response, SN=2161, FN=0, Flags=....R...C, BI=100, SSID=""natalieç§200Â¥231s iPhone""",Library,15,Saturday,2161.0,1,2.0,2024-10-26 15:02:26.795,0.002
260,2024-10-26 15:02:26.823,HewlettPacka_5c:a9:22,Broadcast,802.11,369,-81 dBm,-96 dBm,15 dB,6,2437MHz,"Beacon frame, SN=465, FN=0, Flags=........C, BI=63364[Malformed Packet]",Library,15,Saturday,465.0,0,0.0,2024-10-26 15:02:26.823,0.028
262,2024-10-26 15:02:26.825,Apple_8e:e2:ae,IPv6mcast_fb,802.11,170,-72 dBm,-96 dBm,24 dB,6,2437MHz,"Data, SN=2649, FN=0, Flags=.p....F.C",Library,15,Saturday,2649.0,0,0.0,2024-10-26 15:02:26.825,0.002
263,2024-10-26 15:02:26.832,aa:c0:f9:08:62:35,Broadcast,802.11,292,-72 dBm,-96 dBm,24 dB,6,2437MHz,"Beacon frame, SN=1980, FN=0, Flags=........C, BI=100, SSID=""natalieç§200Â¥231s iPhone""",Library,15,Saturday,1980.0,0,0.0,2024-10-26 15:02:26.832,0.007
266,2024-10-26 15:02:26.834,Apple_33:c0:51,d2:e9:01:46:79:4c,802.11,53,-87 dBm,-96 dBm,9 dB,6,2437MHz,"Null function (No data), SN=2533, FN=0, Flags=.......TC",Library,15,Saturday,2533.0,0,0.0,2024-10-26 15:02:26.834,0.002
272,2024-10-26 15:02:26.844,aa:bc:b0:db:cb:f3,Broadcast,802.11,277,-78 dBm,-96 dBm,18 dB,6,2437MHz,"Beacon frame, SN=1871, FN=0, Flags=........C, BI=100, SSID=""iPhone""[Malformed Packet: length of contained item exceeds length of containing item]",Library,15,Saturday,1871.0,0,0.0,2024-10-26 15:02:26.844,0.01
280,2024-10-26 15:02:26.847,HewlettPacka_7a:f1:22,Broadcast,802.11,361,-76 dBm,-96 dBm,20 dB,6,2437MHz,"Beacon frame, SN=844, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)",Library,15,Saturday,844.0,0,0.0,2024-10-26 15:02:26.847,0.003
279,2024-10-26 15:02:26.847,HewlettPacka_7a:f1:25,Broadcast,802.11,352,-60 dBm,-96 dBm,36 dB,6,2437MHz,"Beacon frame, SN=843, FN=0, Flags=........C, BI=100, SSID=""Global_Students""",Library,15,Saturday,843.0,0,0.0,2024-10-26 15:02:26.847,0.0
277,2024-10-26 15:02:26.847,HewlettPacka_7a:f1:23,Broadcast,802.11,378,-60 dBm,-96 dBm,36 dB,6,2437MHz,"Beacon frame, SN=841, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,15,Saturday,841.0,0,0.0,2024-10-26 15:02:26.847,0.0
278,2024-10-26 15:02:26.847,HewlettPacka_7a:f1:24,Broadcast,802.11,340,-60 dBm,-96 dBm,36 dB,6,2437MHz,"Beacon frame, SN=842, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,15,Saturday,842.0,0,0.0,2024-10-26 15:02:26.847,0.0
281,2024-10-26 15:02:26.848,HewlettPacka_7a:f1:21,Broadcast,802.11,368,-60 dBm,-96 dBm,36 dB,6,2437MHz,"Beacon frame, SN=845, FN=0, Flags=........C, BI=100, SSID=""uniwide""",Library,15,Saturday,845.0,0,0.0,2024-10-26 15:02:26.848,0.001
282,2024-10-26 15:02:26.848,Apple_55:a9:fe,de:75:d6:97:65:79,802.11,53,-69 dBm,-96 dBm,27 dB,6,2437MHz,"Null function (No data), SN=3268, FN=0, Flags=...P...TC",Library,15,Saturday,3268.0,0,0.0,2024-10-26 15:02:26.848,0.0
285,2024-10-26 15:02:26.856,9e:aa:b5:d3:0a:d3,Broadcast,802.11,280,-80 dBm,-96 dBm,16 dB,6,2437MHz,"Beacon frame, SN=3473, FN=0, Flags=........C, BI=100, SSID=""Heavenly """,Library,15,Saturday,3473.0,0,0.0,2024-10-26 15:02:26.856,0.008
289,2024-10-26 15:02:26.859,50:8a:36:a4:bc:45,2a:50:9b:4d:f2:d3,802.11,709,-76 dBm,-96 dBm,20 dB,6,2437MHz,"Action, SN=185, FN=2, Flags=o.m.....C",Library,15,Saturday,185.0,0,0.0,2024-10-26 15:02:26.859,0.003
291,2024-10-26 15:02:26.861,HewlettPacka_7b:28:d0,Broadcast,802.11,369,-76 dBm,-96 dBm,20 dB,6,2437MHz,"Beacon frame, SN=3614, FN=0, Flags=........C, BI=100, SSID=""UNSW-IoT""",Library,15,Saturday,3614.0,0,0.0,2024-10-26 15:02:26.861,0.002
292,2024-10-26 15:02:26.861,HewlettPacka_7b:28:d1,Broadcast,802.11,340,-73 dBm,-96 dBm,23 dB,6,2437MHz,"Beacon frame, SN=3615, FN=0, Flags=........C, BI=100, SSID=""UNSW Guest""",Library,15,Saturday,3615.0,0,0.0,2024-10-26 15:02:26.861,0.0
293,2024-10-26 15:02:26.862,HewlettPacka_7b:28:d5,Broadcast,802.11,378,-74 dBm,-96 dBm,22 dB,6,2437MHz,"Beacon frame, SN=3619, FN=0, Flags=........C, BI=100, SSID=""eduroam""",Library,15,Saturday,3619.0,0,0.0,2024-10-26 15:02:26.862,0.001
301,2024-10-26 15:02:26.872,ca:b4:65:ea:44:a0,Broadcast,802.11,293,-79 dBm,-96 dBm,17 dB,6,2437MHz,"Beacon frame, SN=3866, FN=0, Flags=........C, BI=100, SSID=""Lochie's iPhone""[Malformed Packet]",Library,15,Saturday,3866.0,0,0.0,2024-10-26 15:02:26.872,0.01
303,2024-10-26 15:02:26.879,0a:46:d1:15:56:b4,Broadcast,802.11,283,-71 dBm,-96 dBm,25 dB,6,2437MHz,"Beacon frame, SN=1280, FN=0, Flags=........C, BI=100, SSID=""Freeloaders """,Library,15,Saturday,1280.0,0,0.0,2024-10-26 15:02:26.879,0.007
307,2024-10-26 15:02:26.889,22:f1:72:00:8d:11,Broadcast,802.11,292,-73 dBm,-96 dBm,23 dB,6,2437MHz,"Beacon frame, SN=3326, FN=0, Flags=........C, BI=300, SSID=0000000000000000000000000000[Malformed Packet]",Library,15,Saturday,3326.0,0,0.0,2024-10-26 15:02:26.889,0.01
317,2024-10-26 15:02:26.898,de:75:d6:97:65:79,Broadcast,802.11,280,-64 dBm,-96 dBm,32 dB,6,2437MHz,"Beacon frame, SN=3889, FN=0, Flags=........C, BI=300, SSID=""iPhone12!""",Library,15,Saturday,3889.0,0,0.0,2024-10-26 15:02:26.898,0.009
325,2024-10-26 15:02:26.911,ea:a0:b1:2c:7a:05,ff:ff:ff:ff:ff:8c,802.11,354,-78 dBm,-96 dBm,18 dB,6,2437MHz,"Action, SN=1257, FN=13, Flags=........C, SSID=Wildcard (Broadcast)[Malformed Packet]",Library,15,Saturday,1257.0,0,0.0,2024-10-26 15:02:26.911,0.013
332,2024-10-26 15:02:26.914,4a:b0:b8:07:96:df,Broadcast,802.11,354,-84 dBm,-96 dBm,12 dB,6,2437MHz,"Action, SN=3787, FN=12, Flags=........C",Library,15,Saturday,3787.0,0,0.0,2024-10-26 15:02:26.914,0.003
340,2024-10-26 15:02:26.973,2e:16:e3:2f:fe:6d,Broadcast,802.11,294,-70 dBm,-96 dBm,26 dB,6,2437MHz,"Beacon frame, SN=2096, FN=0, Flags=........C, BI=300, SSID=00000000000000000000000000000000",Library,15,Saturday,2096.0,0,0.0,2024-10-26 15:02:26.973,0.059
345,2024-10-26 15:02:27.034,aa:c0:f9:08:62:35,Broadcast,802.11,292,-77 dBm,-96 dBm,19 dB,7,2442MHz,"Beacon frame, SN=1982, FN=0, Flags=........C, BI=100, SSID=6e6174616c29febff770a23d0400526f6e65[Malformed Packet]",Library,15,Saturday,1982.0,0,0.0,2024-10-26 15:02:27.034,0.061
346,2024-10-26 15:02:27.117,aa:c0:f9:08:62:35,ee:91:1e:d3:51:17,802.11,286,-76 dBm,-96 dBm,20 dB,7,2442MHz,"Probe Response, SN=2164, FN=0, Flags=........C, BI=100, SSID=00000000[Malformed Packet]",Library,15,Saturday,2164.0,1,0.0,2024-10-26 15:02:27.117,0.083
347,2024-10-26 15:02:27.126,aa:c0:f9:08:62:35,ee:91:1e:d3:51:17,802.11,286,-75 dBm,-96 dBm,21 dB,7,2442MHz,"Probe Response, SN=2164, FN=0, Flags=....R...C, BI=100, SSID=""natalieç§200Â¥231s iPhone""",Library,15,Saturday,2164.0,1,1.0,2024-10-26 15:02:27.126,0.009
